Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-23 10:45:00+08:00,28294.30078125,28297.099609375,28250.900390625,28296.509765625,0,0.0,0.0
2025-12-23 10:50:00+08:00,28297.16015625,28299.33984375,28253.4296875,28298.119140625,0,0.0,0.0
2025-12-23 10:55:00+08:00,28298.359375,28302.740234375,28253.5703125,28293.919921875,0,0.0,0.0
2025-12-23 11:00:00+08:00,28254.990234375,28303.919921875,28253.48046875,28255.009765625,0,0.0,0.0
2025-12-23 11:05:00+08:00,28294.259765625,28299.990234375,28250.919921875,28295.58984375,0,0.0,0.0
2025-12-23 11:10:00+08:00,28296.599609375,28305.259765625,28254.0,28299.9609375,0,0.0,0.0
2025-12-23 11:15:00+08:00,28261.44921875,28304.7890625,28257.169921875,28297.5,0,0.0,0.0
2025-12-23 11:20:00+08:00,28297.94921875,28301.130859375,28255.330078125,28260.640625,0,0.0,0.0
2025-12-23 11:25:00+08:00,28302.5,28307.44921875,28260.810546875,28305.44921875,0,0.0,0.0
2025-12-23 11:30:00+08:00,28302.650390625,28350.369140625,28292.109375,28292.109375,0,0.0,0.0
2025-12-23 11:35:00+08:00,28291.73046875,28337.900390625,28290.0,28334.0703125,0,0.0,0.0
2025-12-23 11:40:00+08:00,28334.439453125,28337.720703125,28290.169921875,28336.509765625,0,0.0,0.0
2025-12-23 11:45:00+08:00,28335.939453125,28335.939453125,28238.9296875,28282.259765625,0,0.0,0.0
2025-12-23 11:50:00+08:00,28283.939453125,28284.779296875,28237.060546875,28279.640625,0,0.0,0.0
2025-12-23 11:55:00+08:00,28243.01953125,28283.619140625,28232.630859375,28236.740234375,0,0.0,0.0
2025-12-23 12:00:00+08:00,28240.2890625,28285.5703125,28238.740234375,28281.98046875,0,0.0,0.0
2025-12-23 12:05:00+08:00,28280.4609375,28282.33984375,28234.599609375,28282.33984375,0,0.0,0.0
2025-12-23 12:10:00+08:00,28243.2109375,28285.169921875,28239.509765625,28278.91015625,0,0.0,0.0
2025-12-23 12:15:00+08:00,28278.8203125,28322.390625,28237.91015625,28283.16015625,0,0.0,0.0
2025-12-23 12:20:00+08:00,28284.130859375,28331.310546875,28281.759765625,28330.98046875,0,0.0,0.0
2025-12-23 12:25:00+08:00,28328.669921875,28331.279296875,28284.9609375,28286.91015625,0,0.0,0.0
2025-12-23 12:30:00+08:00,28324.98046875,28333.76953125,28285.419921875,28327.490234375,0,0.0,0.0
2025-12-23 12:35:00+08:00,28325.779296875,28332.419921875,28282.69921875,28329.150390625,0,0.0,0.0
2025-12-23 12:40:00+08:00,28322.2890625,28325.30078125,28277.7890625,28278.08984375,0,0.0,0.0
2025-12-23 12:45:00+08:00,28319.119140625,28324.419921875,28275.419921875,28283.26953125,0,0.0,0.0
2025-12-23 12:50:00+08:00,28320.08984375,28323.189453125,28275.44921875,28315.630859375,0,0.0,0.0
2025-12-23 12:55:00+08:00,28275.669921875,28323.970703125,28275.439453125,28319.369140625,0,0.0,0.0
2025-12-23 13:00:00+08:00,28281.5390625,28325.130859375,28273.51953125,28275.919921875,0,0.0,0.0
2025-12-23 13:05:00+08:00,28276.349609375,28318.55078125,28269.150390625,28313.2890625,0,0.0,0.0
2025-12-23 13:10:00+08:00,28273.150390625,28315.599609375,28265.16015625,28268.75,0,0.0,0.0
2025-12-23 13:15:00+08:00,28306.25,28310.259765625,28262.48046875,28307.400390625,0,0.0,0.0
2025-12-23 13:20:00+08:00,28307.330078125,28313.349609375,28262.119140625,28264.609375,0,0.0,0.0
2025-12-23 13:25:00+08:00,28309.619140625,28309.619140625,28309.560546875,28309.560546875,0,0.0,0.0
2025-12-24 09:00:00+08:00,28383.609375,28486.380859375,28383.609375,28431.640625,0,0.0,0.0
2025-12-24 09:05:00+08:00,28430.55078125,28446.16015625,28392.23046875,28440.619140625,0,0.0,0.0
2025-12-24 09:10:00+08:00,28440.119140625,28450.869140625,28400.669921875,28444.80078125,0,0.0,0.0
2025-12-24 09:15:00+08:00,28403.189453125,28448.990234375,28390.26953125,28432.6796875,0,0.0,0.0
2025-12-24 09:20:00+08:00,28394.740234375,28457.310546875,28389.810546875,28412.509765625,0,0.0,0.0
2025-12-24 09:25:00+08:00,28453.759765625,28467.5390625,28412.619140625,28416.779296875,0,0.0,0.0
2025-12-24 09:30:00+08:00,28416.439453125,28458.0390625,28410.33984375,28452.330078125,0,0.0,0.0
2025-12-24 09:35:00+08:00,28452.400390625,28452.779296875,28405.580078125,28446.51953125,0,0.0,0.0
2025-12-24 09:40:00+08:00,28445.830078125,28447.55078125,28360.830078125,28361.689453125,0,0.0,0.0
2025-12-24 09:45:00+08:00,28404.94921875,28405.73046875,28349.25,28389.91015625,0,0.0,0.0
2025-12-24 09:50:00+08:00,28390.23046875,28395.5703125,28344.240234375,28389.16015625,0,0.0,0.0
2025-12-24 09:55:00+08:00,28388.119140625,28389.08984375,28336.80078125,28377.509765625,0,0.0,0.0
2025-12-24 10:00:00+08:00,28333.9609375,28378.7890625,28328.05078125,28369.48046875,0,0.0,0.0
2025-12-24 10:05:00+08:00,28371.400390625,28374.439453125,28320.189453125,28362.080078125,0,0.0,0.0
2025-12-24 10:10:00+08:00,28362.75,28374.880859375,28325.669921875,28372.740234375,0,0.0,0.0
2025-12-24 10:15:00+08:00,28332.91015625,28370.5390625,28323.0390625,28362.5703125,0,0.0,0.0
2025-12-24 10:20:00+08:00,28357.140625,28367.44921875,28317.5,28359.5703125,0,0.0,0.0
2025-12-24 10:25:00+08:00,28355.529296875,28358.990234375,28297.689453125,28336.490234375,0,0.0,0.0
2025-12-24 10:30:00+08:00,28336.76953125,28337.109375,28280.58984375,28293.189453125,0,0.0,0.0
2025-12-24 10:35:00+08:00,28334.859375,28345.419921875,28294.16015625,28299.9609375,0,0.0,0.0
2025-12-24 10:40:00+08:00,28341.5,28345.16015625,28300.2109375,28303.330078125,0,0.0,0.0
2025-12-24 10:45:00+08:00,28346.75,28353.55078125,28307.6796875,28349.4609375,0,0.0,0.0
2025-12-24 10:50:00+08:00,28349.4296875,28354.359375,28307.390625,28314.19921875,0,0.0,0.0
2025-12-24 10:55:00+08:00,28353.490234375,28353.490234375,28301.01953125,28346.51953125,0,0.0,0.0
2025-12-24 11:00:00+08:00,28346.890625,28353.30078125,28302.859375,28353.30078125,0,0.0,0.0
2025-12-24 11:05:00+08:00,28354.9296875,28365.19921875,28312.869140625,28364.08984375,0,0.0,0.0
2025-12-24 11:10:00+08:00,28359.189453125,28364.7109375,28314.4609375,28354.560546875,0,0.0,0.0
2025-12-24 11:15:00+08:00,28357.7890625,28359.650390625,28310.990234375,28354.810546875,0,0.0,0.0
2025-12-24 11:20:00+08:00,28353.619140625,28360.51953125,28309.9296875,28319.19921875,0,0.0,0.0
2025-12-24 11:25:00+08:00,28361.779296875,28365.470703125,28314.169921875,28354.810546875,0,0.0,0.0
2025-12-24 11:30:00+08:00,28353.25,28359.009765625,28307.359375,28352.58984375,0,0.0,0.0
2025-12-24 11:35:00+08:00,28312.919921875,28355.48046875,28309.150390625,28352.2109375,0,0.0,0.0
2025-12-24 11:40:00+08:00,28350.779296875,28356.609375,28306.689453125,28346.83984375,0,0.0,0.0
2025-12-24 11:45:00+08:00,28346.279296875,28354.19921875,28306.4609375,28351.779296875,0,0.0,0.0
2025-12-24 11:50:00+08:00,28310.720703125,28356.470703125,28309.1796875,28312.580078125,0,0.0,0.0
2025-12-24 11:55:00+08:00,28352.6796875,28355.220703125,28304.75,28352.080078125,0,0.0,0.0
2025-12-24 12:00:00+08:00,28312.0,28356.69921875,28305.640625,28347.359375,0,0.0,0.0
2025-12-24 12:05:00+08:00,28349.220703125,28354.419921875,28307.05078125,28350.259765625,0,0.0,0.0
2025-12-24 12:10:00+08:00,28350.890625,28392.94921875,28306.16015625,28392.4296875,0,0.0,0.0
2025-12-24 12:15:00+08:00,28391.369140625,28397.259765625,28350.740234375,28392.580078125,0,0.0,0.0
2025-12-24 12:20:00+08:00,28349.630859375,28391.509765625,28345.220703125,28387.140625,0,0.0,0.0
2025-12-24 12:25:00+08:00,28350.509765625,28393.439453125,28343.76953125,28389.83984375,0,0.0,0.0
2025-12-24 12:30:00+08:00,28386.380859375,28390.990234375,28345.009765625,28387.58984375,0,0.0,0.0
2025-12-24 12:35:00+08:00,28385.560546875,28390.130859375,28334.470703125,28380.759765625,0,0.0,0.0
2025-12-24 12:40:00+08:00,28378.830078125,28384.51953125,28332.30078125,28332.30078125,0,0.0,0.0
2025-12-24 12:45:00+08:00,28370.349609375,28372.580078125,28324.080078125,28327.5390625,0,0.0,0.0
2025-12-24 12:50:00+08:00,28369.240234375,28375.830078125,28327.990234375,28372.23046875,0,0.0,0.0
2025-12-24 12:55:00+08:00,28373.66015625,28375.599609375,28324.740234375,28327.83984375,0,0.0,0.0
2025-12-24 13:00:00+08:00,28330.5390625,28375.169921875,28325.259765625,28370.630859375,0,0.0,0.0
2025-12-24 13:05:00+08:00,28370.73046875,28374.0390625,28326.80078125,28332.490234375,0,0.0,0.0
2025-12-24 13:10:00+08:00,28373.189453125,28375.849609375,28328.5703125,28368.630859375,0,0.0,0.0
2025-12-24 13:15:00+08:00,28368.69921875,28374.619140625,28325.560546875,28333.23046875,0,0.0,0.0
2025-12-24 13:20:00+08:00,28331.94921875,28378.609375,28327.369140625,28378.419921875,0,0.0,0.0
2025-12-24 13:25:00+08:00,28378.19921875,28378.220703125,28378.19921875,28378.220703125,0,0.0,0.0
2025-12-26 09:00:00+08:00,28443.48046875,28590.91015625,28443.48046875,28479.4609375,0,0.0,0.0
2025-12-26 09:05:00+08:00,28480.619140625,28519.259765625,28471.109375,28479.3203125,0,0.0,0.0
2025-12-26 09:10:00+08:00,28480.900390625,28522.939453125,28468.0,28468.359375,0,0.0,0.0
2025-12-26 09:15:00+08:00,28467.8203125,28510.259765625,28462.259765625,28468.220703125,0,0.0,0.0
2025-12-26 09:20:00+08:00,28468.890625,28508.390625,28460.669921875,28466.880859375,0,0.0,0.0
2025-12-26 09:25:00+08:00,28468.2890625,28513.080078125,28460.75,28461.689453125,0,0.0,0.0
2025-12-26 09:30:00+08:00,28460.880859375,28505.94921875,28453.359375,28456.380859375,0,0.0,0.0
2025-12-26 09:35:00+08:00,28459.099609375,28461.2890625,28404.33984375,28450.330078125,0,0.0,0.0
2025-12-26 09:40:00+08:00,28451.9296875,28451.9296875,28405.05078125,28448.890625,0,0.0,0.0
2025-12-26 09:45:00+08:00,28454.609375,28455.580078125,28408.169921875,28454.19921875,0,0.0,0.0
2025-12-26 09:50:00+08:00,28454.75,28466.240234375,28415.279296875,28419.419921875,0,0.0,0.0
2025-12-26 09:55:00+08:00,28462.19921875,28507.55078125,28420.76953125,28464.0,0,0.0,0.0
2025-12-26 10:00:00+08:00,28505.4609375,28509.75,28457.580078125,28457.580078125,0,0.0,0.0
2025-12-26 10:05:00+08:00,28497.830078125,28500.529296875,28451.1796875,28496.080078125,0,0.0,0.0
2025-12-26 10:10:00+08:00,28499.009765625,28538.41015625,28491.5390625,28531.609375,0,0.0,0.0
2025-12-26 10:15:00+08:00,28534.0390625,28539.2109375,28482.099609375,28483.75,0,0.0,0.0
2025-12-26 10:20:00+08:00,28484.560546875,28530.9296875,28482.279296875,28530.9296875,0,0.0,0.0
2025-12-26 10:25:00+08:00,28532.349609375,28532.349609375,28474.869140625,28521.1796875,0,0.0,0.0
2025-12-26 10:30:00+08:00,28479.890625,28524.060546875,28474.599609375,28520.73046875,0,0.0,0.0
2025-12-26 10:35:00+08:00,28479.0,28525.83984375,28477.58984375,28525.119140625,0,0.0,0.0
2025-12-26 10:40:00+08:00,28523.16015625,28529.740234375,28478.80078125,28523.349609375,0,0.0,0.0
2025-12-26 10:45:00+08:00,28522.259765625,28530.4296875,28482.150390625,28489.220703125,0,0.0,0.0
2025-12-26 10:50:00+08:00,28488.419921875,28534.5,28487.009765625,28490.83984375,0,0.0,0.0
2025-12-26 10:55:00+08:00,28529.5,28533.33984375,28481.150390625,28485.609375,0,0.0,0.0
2025-12-26 11:00:00+08:00,28526.029296875,28529.470703125,28479.75,28486.900390625,0,0.0,0.0
2025-12-26 11:05:00+08:00,28530.099609375,28531.880859375,28485.109375,28528.369140625,0,0.0,0.0
2025-12-26 11:10:00+08:00,28528.5390625,28539.470703125,28489.119140625,28498.30078125,0,0.0,0.0
2025-12-26 11:15:00+08:00,28495.640625,28542.2890625,28495.08984375,28542.2890625,0,0.0,0.0
2025-12-26 11:20:00+08:00,28538.51953125,28552.119140625,28504.19921875,28543.9296875,0,0.0,0.0
2025-12-26 11:25:00+08:00,28545.119140625,28558.640625,28504.51953125,28557.05078125,0,0.0,0.0
2025-12-26 11:30:00+08:00,28557.0390625,28563.439453125,28510.439453125,28555.91015625,0,0.0,0.0
2025-12-26 11:35:00+08:00,28556.91015625,28558.5,28506.80078125,28548.30078125,0,0.0,0.0
2025-12-26 11:40:00+08:00,28550.0,28554.650390625,28507.48046875,28509.490234375,0,0.0,0.0
2025-12-26 11:45:00+08:00,28513.529296875,28560.55078125,28508.19921875,28553.05078125,0,0.0,0.0
2025-12-26 11:50:00+08:00,28512.5703125,28557.669921875,28508.630859375,28514.080078125,0,0.0,0.0
2025-12-26 11:55:00+08:00,28554.919921875,28554.919921875,28506.6796875,28550.58984375,0,0.0,0.0
2025-12-26 12:00:00+08:00,28550.439453125,28552.119140625,28499.6796875,28503.58984375,0,0.0,0.0
2025-12-26 12:05:00+08:00,28543.400390625,28544.98046875,28498.5703125,28540.4609375,0,0.0,0.0
2025-12-26 12:10:00+08:00,28541.390625,28547.529296875,28500.810546875,28546.099609375,0,0.0,0.0
2025-12-26 12:15:00+08:00,28503.939453125,28551.830078125,28503.0703125,28546.75,0,0.0,0.0
2025-12-26 12:20:00+08:00,28546.75,28551.580078125,28503.400390625,28541.5,0,0.0,0.0
2025-12-26 12:25:00+08:00,28541.740234375,28550.080078125,28498.75,28504.41015625,0,0.0,0.0
2025-12-26 12:30:00+08:00,28504.740234375,28550.400390625,28499.970703125,28545.30078125,0,0.0,0.0
2025-12-26 12:35:00+08:00,28503.900390625,28548.669921875,28502.939453125,28544.509765625,0,0.0,0.0
2025-12-26 12:40:00+08:00,28504.73046875,28551.439453125,28501.25,28545.779296875,0,0.0,0.0
2025-12-26 12:45:00+08:00,28504.640625,28547.75,28499.419921875,28544.5,0,0.0,0.0
2025-12-26 12:50:00+08:00,28504.69921875,28549.1796875,28502.75,28505.439453125,0,0.0,0.0
2025-12-26 12:55:00+08:00,28546.890625,28552.310546875,28505.94921875,28546.1796875,0,0.0,0.0
2025-12-26 13:00:00+08:00,28550.080078125,28552.7109375,28544.140625,28552.140625,0,0.0,0.0
2025-12-26 13:05:00+08:00,28548.0703125,28551.849609375,28543.609375,28549.4609375,0,0.0,0.0
2025-12-26 13:10:00+08:00,28547.849609375,28554.189453125,28507.73046875,28549.48046875,0,0.0,0.0
2025-12-26 13:15:00+08:00,28547.9296875,28556.060546875,28543.890625,28551.619140625,0,0.0,0.0
2025-12-26 13:20:00+08:00,28548.560546875,28554.720703125,28508.560546875,28551.689453125,0,0.0,0.0
2025-12-26 13:25:00+08:00,28510.220703125,28510.439453125,28510.220703125,28510.439453125,0,0.0,0.0
2025-12-29 09:00:00+08:00,28662.7890625,28685.279296875,28622.94921875,28638.01953125,0,0.0,0.0
2025-12-29 09:05:00+08:00,28639.130859375,28686.1796875,28595.349609375,28640.359375,0,0.0,0.0
2025-12-29 09:10:00+08:00,28638.2109375,28705.900390625,28597.869140625,28666.51953125,0,0.0,0.0
2025-12-29 09:15:00+08:00,28666.900390625,28710.330078125,28660.099609375,28710.330078125,0,0.0,0.0
2025-12-29 09:20:00+08:00,28714.029296875,28714.939453125,28653.560546875,28660.140625,0,0.0,0.0
2025-12-29 09:25:00+08:00,28659.669921875,28710.30078125,28651.890625,28670.76953125,0,0.0,0.0
2025-12-29 09:30:00+08:00,28668.939453125,28725.009765625,28665.779296875,28682.48046875,0,0.0,0.0
2025-12-29 09:35:00+08:00,28682.33984375,28727.609375,28673.689453125,28675.240234375,0,0.0,0.0
2025-12-29 09:40:00+08:00,28674.609375,28727.640625,28674.609375,28727.640625,0,0.0,0.0
2025-12-29 09:45:00+08:00,28685.3203125,28728.900390625,28681.0703125,28687.619140625,0,0.0,0.0
2025-12-29 09:50:00+08:00,28730.009765625,28776.1796875,28685.130859375,28769.08984375,0,0.0,0.0
2025-12-29 09:55:00+08:00,28766.9609375,28771.7890625,28722.009765625,28771.7890625,0,0.0,0.0
2025-12-29 10:00:00+08:00,28774.150390625,28785.30078125,28731.529296875,28739.580078125,0,0.0,0.0
2025-12-29 10:05:00+08:00,28741.390625,28786.48046875,28730.08984375,28730.08984375,0,0.0,0.0
2025-12-29 10:10:00+08:00,28731.490234375,28776.05078125,28726.990234375,28730.890625,0,0.0,0.0
2025-12-29 10:15:00+08:00,28767.55078125,28777.470703125,28730.359375,28736.310546875,0,0.0,0.0
2025-12-29 10:20:00+08:00,28774.23046875,28788.640625,28733.529296875,28741.26953125,0,0.0,0.0
2025-12-29 10:25:00+08:00,28745.439453125,28786.419921875,28739.169921875,28782.0,0,0.0,0.0
2025-12-29 10:30:00+08:00,28782.05078125,28786.689453125,28731.599609375,28732.330078125,0,0.0,0.0
2025-12-29 10:35:00+08:00,28773.640625,28780.6796875,28730.310546875,28775.919921875,0,0.0,0.0
2025-12-29 10:40:00+08:00,28735.16015625,28778.359375,28729.689453125,28773.619140625,0,0.0,0.0
2025-12-29 10:45:00+08:00,28732.55078125,28779.939453125,28731.8203125,28774.189453125,0,0.0,0.0
2025-12-29 10:50:00+08:00,28737.529296875,28780.0703125,28721.83984375,28724.130859375,0,0.0,0.0
2025-12-29 10:55:00+08:00,28723.939453125,28764.880859375,28712.83984375,28753.2109375,0,0.0,0.0
2025-12-29 11:00:00+08:00,28751.880859375,28759.8203125,28711.240234375,28718.5,0,0.0,0.0
2025-12-29 11:05:00+08:00,28717.080078125,28763.490234375,28710.490234375,28719.16015625,0,0.0,0.0
2025-12-29 11:10:00+08:00,28719.3203125,28762.220703125,28713.599609375,28760.259765625,0,0.0,0.0
2025-12-29 11:15:00+08:00,28759.1796875,28767.849609375,28718.8203125,28723.16015625,0,0.0,0.0
2025-12-29 11:20:00+08:00,28764.0703125,28765.509765625,28717.529296875,28761.98046875,0,0.0,0.0
2025-12-29 11:25:00+08:00,28760.33984375,28766.470703125,28715.119140625,28764.75,0,0.0,0.0
2025-12-29 11:30:00+08:00,28764.990234375,28824.41015625,28724.669921875,28819.669921875,0,0.0,0.0
2025-12-29 11:35:00+08:00,28818.69921875,28820.25,28771.990234375,28818.0390625,0,0.0,0.0
2025-12-29 11:40:00+08:00,28816.0390625,28819.130859375,28770.419921875,28813.5,0,0.0,0.0
2025-12-29 11:45:00+08:00,28816.029296875,28816.619140625,28772.169921875,28775.259765625,0,0.0,0.0
2025-12-29 11:50:00+08:00,28775.55078125,28823.2109375,28772.3203125,28782.3203125,0,0.0,0.0
2025-12-29 11:55:00+08:00,28822.349609375,28824.58984375,28774.560546875,28777.109375,0,0.0,0.0
2025-12-29 12:00:00+08:00,28777.48046875,28826.859375,28777.48046875,28782.16015625,0,0.0,0.0
2025-12-29 12:05:00+08:00,28781.669921875,28828.869140625,28781.109375,28824.359375,0,0.0,0.0
2025-12-29 12:10:00+08:00,28824.060546875,28827.25,28779.1796875,28826.51953125,0,0.0,0.0
2025-12-29 12:15:00+08:00,28830.109375,28832.310546875,28785.130859375,28788.169921875,0,0.0,0.0
2025-12-29 12:20:00+08:00,28788.369140625,28828.51953125,28782.330078125,28823.009765625,0,0.0,0.0
2025-12-29 12:25:00+08:00,28783.2890625,28832.55078125,28783.2890625,28788.08984375,0,0.0,0.0
2025-12-29 12:30:00+08:00,28825.189453125,28832.279296875,28786.810546875,28787.19921875,0,0.0,0.0
2025-12-29 12:35:00+08:00,28788.259765625,28835.169921875,28785.509765625,28830.91015625,0,0.0,0.0
2025-12-29 12:40:00+08:00,28828.169921875,28838.380859375,28788.810546875,28796.16015625,0,0.0,0.0
2025-12-29 12:45:00+08:00,28798.25,28841.640625,28794.869140625,28797.08984375,0,0.0,0.0
2025-12-29 12:50:00+08:00,28797.23046875,28838.4296875,28789.5,28833.380859375,0,0.0,0.0
2025-12-29 12:55:00+08:00,28792.51953125,28833.060546875,28782.939453125,28789.080078125,0,0.0,0.0
2025-12-29 13:00:00+08:00,28829.26953125,28830.330078125,28777.669921875,28780.779296875,0,0.0,0.0
2025-12-29 13:05:00+08:00,28779.55078125,28820.76953125,28765.16015625,28810.80078125,0,0.0,0.0
2025-12-29 13:10:00+08:00,28809.970703125,28810.759765625,28760.8203125,28766.560546875,0,0.0,0.0
2025-12-29 13:15:00+08:00,28806.189453125,28807.650390625,28760.4296875,28803.849609375,0,0.0,0.0
2025-12-29 13:20:00+08:00,28802.740234375,28807.2890625,28758.890625,28803.0703125,0,0.0,0.0
2025-12-29 13:25:00+08:00,28768.140625,28768.140625,28768.140625,28768.140625,0,0.0,0.0
2025-12-30 09:00:00+08:00,28723.8203125,28723.8203125,28619.51953125,28627.75,0,0.0,0.0
2025-12-30 09:05:00+08:00,28626.640625,28677.240234375,28621.16015625,28622.310546875,0,0.0,0.0
2025-12-30 09:10:00+08:00,28621.33984375,28658.580078125,28576.580078125,28576.580078125,0,0.0,0.0
2025-12-30 09:15:00+08:00,28580.150390625,28624.859375,28574.900390625,28620.609375,0,0.0,0.0
2025-12-30 09:20:00+08:00,28579.66015625,28620.05078125,28561.30078125,28561.30078125,0,0.0,0.0
2025-12-30 09:25:00+08:00,28562.16015625,28658.599609375,28553.640625,28618.830078125,0,0.0,0.0
2025-12-30 09:30:00+08:00,28620.009765625,28666.58984375,28618.30078125,28663.349609375,0,0.0,0.0
2025-12-30 09:35:00+08:00,28630.990234375,28675.23046875,28625.0,28675.23046875,0,0.0,0.0
2025-12-30 09:40:00+08:00,28674.3203125,28729.1796875,28633.890625,28726.5703125,0,0.0,0.0
2025-12-30 09:45:00+08:00,28686.279296875,28727.859375,28674.400390625,28677.029296875,0,0.0,0.0
2025-12-30 09:50:00+08:00,28673.939453125,28723.4296875,28670.5703125,28673.51953125,0,0.0,0.0
2025-12-30 09:55:00+08:00,28675.619140625,28720.580078125,28673.66015625,28684.060546875,0,0.0,0.0
2025-12-30 10:00:00+08:00,28720.7109375,28726.890625,28668.009765625,28669.609375,0,0.0,0.0
2025-12-30 10:05:00+08:00,28708.349609375,28711.109375,28658.060546875,28658.380859375,0,0.0,0.0
2025-12-30 10:10:00+08:00,28697.970703125,28703.890625,28650.400390625,28651.2890625,0,0.0,0.0
2025-12-30 10:15:00+08:00,28650.869140625,28693.9609375,28644.1796875,28650.080078125,0,0.0,0.0
2025-12-30 10:20:00+08:00,28650.5390625,28697.80078125,28649.759765625,28659.470703125,0,0.0,0.0
2025-12-30 10:25:00+08:00,28654.5703125,28703.880859375,28653.240234375,28663.900390625,0,0.0,0.0
2025-12-30 10:30:00+08:00,28662.970703125,28710.23046875,28656.759765625,28671.55078125,0,0.0,0.0
2025-12-30 10:35:00+08:00,28670.5703125,28711.2109375,28659.7109375,28664.9609375,0,0.0,0.0
2025-12-30 10:40:00+08:00,28665.25,28708.5703125,28662.7890625,28666.029296875,0,0.0,0.0
2025-12-30 10:45:00+08:00,28707.01953125,28707.0703125,28661.080078125,28666.439453125,0,0.0,0.0
2025-12-30 10:50:00+08:00,28667.009765625,28720.400390625,28662.58984375,28677.9609375,0,0.0,0.0
2025-12-30 10:55:00+08:00,28680.69921875,28721.5,28676.16015625,28677.3203125,0,0.0,0.0
2025-12-30 11:00:00+08:00,28677.4609375,28724.380859375,28675.529296875,28677.169921875,0,0.0,0.0
2025-12-30 11:05:00+08:00,28718.7890625,28722.240234375,28674.109375,28678.490234375,0,0.0,0.0
2025-12-30 11:10:00+08:00,28677.880859375,28718.1796875,28668.220703125,28674.609375,0,0.0,0.0
2025-12-30 11:15:00+08:00,28716.599609375,28723.490234375,28675.55078125,28683.33984375,0,0.0,0.0
2025-12-30 11:20:00+08:00,28683.0390625,28726.3203125,28678.720703125,28682.759765625,0,0.0,0.0
2025-12-30 11:25:00+08:00,28679.029296875,28720.419921875,28669.189453125,28671.83984375,0,0.0,0.0
2025-12-30 11:30:00+08:00,28670.939453125,28769.560546875,28670.939453125,28725.869140625,0,0.0,0.0
2025-12-30 11:35:00+08:00,28726.140625,28769.66015625,28722.220703125,28729.0,0,0.0,0.0
2025-12-30 11:40:00+08:00,28729.7109375,28769.83984375,28722.05078125,28762.689453125,0,0.0,0.0
2025-12-30 11:45:00+08:00,28721.94921875,28772.490234375,28721.51953125,28730.830078125,0,0.0,0.0
2025-12-30 11:50:00+08:00,28771.41015625,28771.41015625,28722.6796875,28765.359375,0,0.0,0.0
2025-12-30 11:55:00+08:00,28726.349609375,28769.08984375,28721.58984375,28766.990234375,0,0.0,0.0
2025-12-30 12:00:00+08:00,28767.859375,28772.369140625,28724.220703125,28730.990234375,0,0.0,0.0
2025-12-30 12:05:00+08:00,28732.490234375,28784.669921875,28732.490234375,28743.720703125,0,0.0,0.0
2025-12-30 12:10:00+08:00,28743.349609375,28790.009765625,28737.83984375,28751.990234375,0,0.0,0.0
2025-12-30 12:15:00+08:00,28752.2890625,28797.169921875,28745.55078125,28754.3203125,0,0.0,0.0
